uri,title,event_date,sentiment,categories,loc_country,loc_continent,article_count,total_article_count,summary,nytimes,indiatimes,washingtonpost,usatoday,chinadaily
eng-4506674,How to start the Mediterranean diet (and stay on it),2019-01-01,0.2,"news/Health, dmoz/Health/Nutrition/Dietary Options, dmoz/Health/Weight Loss/Support Groups, dmoz/Health/Weight Loss/Articles",-,-,105,105,"Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.  (CNN)A diet that's good for healthy weight loss? Check. One that reduces the risk for diabetes, high cholesterol, heart disease, stroke and some cancers? Check. A diet that strengthens bones, improves brain health and wards off dementia and depression? Check.  According to scientific research, that impossible wish list is fulfilled by a diet common to residents of 21 sun-soaked countries that surround the M",0,0,0,1,0
eng-4510078,Lawsuit filed against NJ facility over potential HIV exposure,2019-01-01,-0.1058823529411764,"news/Health, dmoz/Health/Medicine, dmoz/Health/Conditions and Diseases/Digestive Disorders, dmoz/Health/Public Health and Safety/Patient Safety",United States,Noth America,15,15,"Kemberly Richardson has the latest on a class-action lawsuit filed against a New Jersey surgery center.  More potential victims are joining a class-action lawsuit against a New Jersey surgery center that may have exposed more than 3,000 patients to HIV, hepatitis B and hepatitis C.  State health officials say patients who underwent procedures at the HealthPlus Surgery Center in Saddle Brook may have been exposed to bloodborne infections because of lapses in infection control procedures.  Attorney",0,0,0,1,0
eng-4510684,Why exercise alone won't save us,2019-01-01,0.1372549019607843,"news/Health, dmoz/Shopping/Health/Weight Loss, dmoz/Health/Weight Loss, dmoz/Health/Fitness/Advice and Guides",-,-,24,24,"Sedentary lifestyles are killing us - we need to build activity into our everyday lives, not just leave it for the gym. By Vybarr Cregan-Reid  This is the time of year when trainers are mined from under beds and gym kits are disinterred from the bottom drawer. Google searches relating to physical fitness peak in January. Many people even trawl the web to find out about ""desk exercises"" and ""workouts on the go"" in case they are too busy to use their new gym memberships.  Our relationship with exer",0,0,0,1,0
eng-4510920,"With blood supplies 'dangerously low,' donors are offered H-E-B gift cards, pizza",2019-01-01,0.05882352941176472,"news/Health, dmoz/Games/Board Games/Sports, dmoz/Science/Biology/Cryobiology",-,-,61,61,"Facing a ""dangerously low"" supply of blood to start the year, the South Texas Blood and Tissue Center is urging the public to donate blood -- and is promoting offers with H-E-B and others to help sweeten the deal.  The nonprofit organization attributed the low blood levels to declining donations over the holidays, coupled with several canceled blood drives that typically replenish supplies during the first month of the year.  Demand for blood tends to be the highest in January because many surger",0,0,0,1,1
eng-4505555,'Snowman' shape of distant Ultima revealed,2019-01-01,0.1450980392156862,"news/Science, dmoz/Science/Astronomy, dmoz/Science/Technology/Space, dmoz/Science/Astronomy/Solar System",Greenland,Noth America,637,659,"The ice world known as Ultima Thule has finally been revealed.  A new picture returned from Nasa's New Horizons spacecraft shows the little world to be two objects joined together - to give a look like a ""snowman"".  The US probe's images acquired as it approached Ultima hinted at the possibility of a double body, but the first detailed picture from Tuesday's close flyby confirms it.  New Horizons encountered Ultima 6.5 billion km from Earth.  The event set a record for the most distant ever explo",1,1,1,1,1
eng-4506353,'Super blood wolf moon' kicks off super year for eclipses,2019-01-01,0.1764705882352942,"news/Science, dmoz/Science/Astronomy/Solar System, dmoz/Science/Anomalies and Alternative Science/Anomalous Objects, dmoz/Science/Astronomy/Eclipses, Occultations and Transits",-,-,61,61,"Six eclipses will take to the sky in 2019, including one in just a few days and a total lunar eclipse that will turn the moon red later this month.  For sky watchers in parts of north Asia, the new year will begin with the moon taking a ""bite"" out of the sun a few weeks before the rest of us are treated to the spooky-sounding conjunction of celestial events known as a ""super blood wolf moon.""  Altogether there will six eclipses observable from planet Earth in 2019, including a total solar eclipse",0,1,0,0,0
eng-4506840,"ISRO Gunning For SpaceX's Falcon 9, Working On Its Own Vertical Landing Reusable Rocket",2019-01-01,0.2078431372549019,"dmoz/Science/Technology, news/Science, dmoz/Business/Aerospace and Defense/Space, dmoz/Science/Technology/Space",India,Asia,40,40,"India's usually low-profile space agency, ISRO, suddenly had the spotlight pointed at it after the success of the Mangalyaan Mars mission. And since then it has been constantly in the news - launching a record 104 satellites, testing the Crew Module on its biggest GSLV Mk3 rocket, testing the RLV (Reusable Launch Vehicle) and more recently about the Gaganyaan manned space mission.  Now, it intends to take on SpaceX. More specifically the company's Falcon 9 reusable rocket. According to a report i",0,1,0,0,0
eng-4504580,National Parks Getting Trashed During Government Shutdown,2019-01-01,-0.1450980392156863,"news/Science, dmoz/Recreation/Theme Parks, dmoz/Recreation/Theme Parks/Individual Parks, dmoz/Recreation/Theme Parks/Guides",United States,Noth America,55,74,"Filth spreads as overused restrooms and trash bins are locked, causing public health concerns.  Some National Parks are being overwhelmed by trash, vandalism, human feces and destructive off-roading while most personnel are gone during the government shutdown, according to reports from remaining workers and visitors.  ""It's so heartbreaking. There is more trash and human waste and disregard for the rules than I've seen in my four years living here,"" Dakota Snider, 24, who works in California's Yo",0,0,1,1,0
eng-4510738,Leak on International Space Station blamed on 'botched repair job',2019-01-01,-0.03529411764705881,"news/Science, dmoz/Business/Aerospace and Defense/Space, dmoz/Science/Technology/Space",-,-,10,10,"The commander of the International Space Station has confirmed that a leak in its space capsule was caused deliberately and could have had ""severe"" consequences for him and his crew.  The leak was detected by NASA officials in late August, when flight controllers on Earth noticed a dip in the air pressure of the ISS.  It was identified by the crew as coming from a two millimetre hole on a section of the Russian-made Soyuz space capsule.  Nasa said at the time the crew were ""never in any danger"", ",0,0,0,0,1
eng-4505726,"Popovich hopeful fans treat Leonard with 'kindness, respect'",2019-01-01,0.1137254901960785,"news/Sports, dmoz/Games/Video Games/Browser Based, dmoz/Games/Hand-Eye Coordination/Booby-Trap, dmoz/Sports/Basketball/Professional",United States,Noth America,235,235,"SAN ANTONIO - On the eve of Kawhi Leonard's return to San Antonio to face the Spurs as a member of the Toronto Raptors, coach Gregg Popovich said Thursday he has no regrets about how last season's drama with the player pegged to be the face of the franchise for years to come played out.  ""You move on in life,"" Popovich said. ""We're not going to re-do what's happened in the past in any way, shape or form. It's of no consequence at this point, and it does not good to go backward and talk about this",1,0,0,0,0
eng-4504520,Roger Federer Struggles With Serena Williams's Serve. And Vice Versa.,2019-01-01,0.3647058823529412,"news/Sports, dmoz/Society/Politics/Federalism and Devolution, dmoz/Sports/Hockey/Bandy",Australia,Oceania,328,375,"PERTH, Australia -- After nearly two decades of appearing alongside one another on billboards and in record books, Serena Williams and Roger Federer faced one another across a tennis court for the first time on Tuesday.  The incandescent stars, now both 37, finally aligned for the first time in a mixed doubles match between the United States and Switzerland at the Hopman Cup team event.  On the opening point, Williams pulled Federer wide to his forehand side with a sharply angled volley, then sen",1,0,0,0,0
eng-4503767,Thigh injury forces Rafael Nadal to withdraw from Brisbane International,2019-01-01,0.1215686274509804,"news/Sports, dmoz/Arts/Online Writing/Drama, dmoz/Games/Dice/Fill or Bust, dmoz/Arts/Literature/Drama",Australia,Oceania,77,99,"Jan. 2 (UPI) -- World No. 2 Rafael Nadal withdrew from the Brisbane International on Wednesday after an MRI showed a strain in his left thigh.  Nadal told reporters at a press conference ahead of the event that he wanted to play, but doctors explained the risk of further injury to his thigh should he participate.  ""I did an MRI and it shows a small strain on my left thigh,"" Nadal told reporters. ""I tried to play, I wanted to play, but recommendations from the doctors [said no].  ""It's a small thi",1,0,0,0,0
eng-4506005,"Kucherov, red-hot Lightning beat Kings 6-2 for 7th straight",2019-01-01,0.1607843137254903,"news/Sports, dmoz/Games/Hand-Eye Coordination/Booby-Trap, dmoz/Games/Dice/Farkle, dmoz/Games/Board Games/Historical",United States,Noth America,29,29,"LOS ANGELES (AP) - The Tampa Bay Lightning got off to a strong start last season, only to lose momentum after Christmas.  They aren't about to let that happen again, as the Los Angeles Kings found out.  Nikita Kucherov had a goal and three assists as the Lightning kept steamrolling along, beating the Kings 6-2 on Thursday night for their seventh straight victory.  ""This group has been together for quite a while, so we know what we're capable of,"" Tampa Bay forward Ryan Callahan said. ""Make sure w",1,0,0,0,0
eng-4505513,Urban Meyer Passes the Reins to Ryan Day in His Final Locker Room Speech to His Team,2019-01-01,0.1607843137254903,"news/Sports, dmoz/Sports/Bowling, dmoz/Sports/Bowling/Ten-Pin, dmoz/Sports/Bowling/Instructors",United States,Noth America,181,197,"After winning the Rose Bowl against the Washington Huskies, Urban Meyer seemed at peace with both his legacy at Ohio State and what he's been able to build and accomplish for the future. In his final locker room speech as Ohio State head coach, he addressed both of those ideas, while also passing the torch to Ryan Day.  Addressing his team he asked them to reflect on how they had faced adversity during the 2018 season, and how their fans and supporters had rallied around them.  ""Never forget Buck",1,0,0,0,0
eng-4504314,Jets fire coach Bowles after third losing season,2018-12-30,0.003921568627450966,"dmoz/Sports/Bowling, dmoz/Sports/Bowling/Ten-Pin, dmoz/Sports/Bowling/Instructors, news/Sports",-,-,143,156,"FLORHAM PARK, N.J. -- For the second time in four years, the New York Jets are in the market for a head coach.  Todd Bowles, who presided over one of the worst three-year stretches in franchise history, was fired Sunday evening in a long-anticipated move.  Ownership decided against a complete overhaul, opting to retain embattled general manager Mike Maccagnan, who was hired the same day as Bowles in 2015.  Maccagnan and Bowles were thought to be a tandem -- their contracts run concurrently -- but",1,0,0,0,0
eng-4506467,Social Media Has A Fit After So Many Black Head Coaches Got Fired After NFL Season (TWEETS),2019-01-01,-0.06666666666666665,"news/Sports, dmoz/Sports/Basketball/Coaching, dmoz/Health/Alternative/Coaching, dmoz/Business/Management/Consulting",United States,Noth America,25,25,"The Monday following the final week of the NFL season has forever been known as Black Monday, because teams usually make their decisions to either stay with their current head coach after a bad season or part ways with them after a bad season.  Black Monday took on a whole new meaning this week after eight head coaches got served their walking papers.  Among them were four African-American coaches, Marvin Lewis of the Cincinnati Bengals, Todd Bowles of the New York Jets, Vance Joseph of the Denve",1,0,0,0,0
eng-4506947,Clemson getting too many points in CFP title game,2019-01-01,0.1686274509803922,"news/Sports, dmoz/Games/Video Games/Recreation, dmoz/Games/Play Groups, dmoz/Games/Video Games/Browser Based",United States,Noth America,165,165,"Trevor Lawrence's play at quarterback paired with a wildly talented defense has made Clemson into an even scarier version of the Deshaun Watson teams that went toe-to-toe with Alabama in two national championships.  Three things to know before betting on Clemson-Alabama:  1. The College Football Playoff national title game most people expected is a matchup of a pair of powerhouses squaring off in the CFP for the fourth consecutive season. In the 2015 National Championship, Clemson covered as a 6.",1,0,0,0,0
eng-4507078,The Nuggets Break Record for Best Start in History After 117-113 win,2019-01-01,0.1294117647058823,"news/Sports, dmoz/Games/Hand-Eye Coordination/Booby-Trap, dmoz/Games/Board Games/Historical",United States,Noth America,129,129,"Following a New Year's Day victory against the New York Knicks, The Denver Nuggets headed west to take on the Sacramento Kings. Their historic 117-113 victory puts the Nuggets at 25-11, which is the best start in franchise history.  ""I think the reason why we're playing so well and winning at the level we're winning at is because guys truly care and love each other and that's really important for our locker room,"" said Nuggets coach Michael Malone.  The win was not as easy-coming as others as the",1,0,0,0,0
eng-4507320,Sentry Tournament of Champions preview,2019-01-01,0.2627450980392156,"news/Sports, dmoz/Sports/Golf/Golfers, dmoz/Sports/Golf/Organizations, dmoz/Sports/Golf/Tournaments and Events",United States,Noth America,107,107,"The first PGA Tour event of 2019 kicks off this week at the beautiful Kapalua Plantation Course on Maui. Here's everything you need to know.  With no disrespect to the fall swing, which gave us more intrigue than we could have expected -- the emergence of Cameron Champ, Charles Howell III's ending an 11-year winless drought, Brooks Koepka's ascent to No. 1 -- the annual Tournament of Champions in Hawaii still signifies like the beginning of the golf season. This week is when things really get sta",1,0,0,0,0
eng-4505916,Test cricket is great again. Thank the bowlers for it,2019-01-01,0.1294117647058823,"news/Sports, dmoz/Computers/Programming/Software Testing, dmoz/Business/Electronics and Electrical/Safety and Compliance Testing, dmoz/Business/Textiles and Nonwovens/Test Facilities",Australia,Oceania,513,516,"In 2018, the premier format was more competitive and evenly balanced than it has been for a while  If you are a cricket fan of my vintage, the festive spirit of this time of the year is further elevated by the rhapsodies of Test cricket from the southern hemisphere, Australia in particular. My own love story with the game began in 1977, with a small transistor radio painting pictures of a see-saw Test series between Bishan Bedi's Indians and Bobby Simpson's Australians that ended on the final day",0,1,0,0,0
eng-4503362,Pant debuts as Paine family babysitter,2019-01-01,0.2156862745098038,"news/Sports, dmoz/Shopping/Health/Orthopedic, dmoz/Health/Senses/Touch and Sensation",Australia,Oceania,48,60,"Sledging duel between Australia and India wicketkeepers in third Test at MCG delivers hilarious aftermath  The entertaining MCG sledging duel between the rival wicketkeepers has had a hilarious aftermath, with Rishabh Pant debuting as the Paine family babysitter.  Tim Paine's wife Bonnie posted a photo on social media of herself standing next to a beaming Pant, with her two young children either side of him and the caption ""best babysitter"".  The photo appears to have been taken at Tuesday's Kirr",0,1,0,0,0
eng-4519215,Mike Locksley explains why he didn't try to flip Alabama commits to Maryland,2019-01-01,0.1843137254901961,"news/Sports, dmoz/Sports/Basketball/Coaching, dmoz/Sports/Football/American",United States,Noth America,5,5,"When Mike Locksley was hired as Maryland's next football coach, there was immediate speculation that he would try to flip DMV recruits, including those he guided to Alabama, to Maryland. But in an interview with AL.com's John Talty, Locksley explained why he refused to do so.  According to Talty, Locksley said he thought the right thing to do was try to leave them alone instead of trying to sway their decision. This is a different approach than current Georgia head coach Kirby Smart took after le",0,0,1,0,0
eng-4518141,Tua Tagovailoa is expecting 405 family members at national championship game,2019-01-01,0.192156862745098,"news/Sports, dmoz/Games/Video Games/Recreation, dmoz/Games/Play Groups, dmoz/Games/Play Groups/Europe",United States,Noth America,81,81,"Tua Tagovailoa is expecting 405 family members at national championship game  Ticket prices for the College Football Playoff National Championship game between No. 1 Alabama and No. 2 Clemson have plummeted compared with recent years. Some fans believe it's because the two teams are based significantly closer to the East Coast but will have to trek to Levi's Stadium in Santa Clara, California for Monday's game.  Although traveling to the West Coast is a disadvantage for some, it's particularly co",0,0,1,1,0
eng-4517348,Georgia Quarterback Justin Fields Set to Transfer to Ohio State,2019-01-01,0.07450980392156858,"news/Sports, dmoz/Sports/Track and Field, dmoz/Sports/Paintball/Fields, dmoz/Sports/Track and Field/Masters",United States,Noth America,51,51,"Georgia quarterback Justin Fields is transferring to Ohio State.  Sources told Eleven Warriors that Fields' ""paperwork is in"" and the five-star prospect will join the Buckeye football team.  The news was first reported by Jeremy Birmingham of Lettermen Row, who said Fields ""is expected on campus with the Buckeyes later in the afternoon and set to move in this weekend ahead of the resumption of classes, clearing the way for him to participate in the offseason program and spring practice.""  Ohio St",0,0,1,1,0
eng-4516984,3 Reasons the Seahawks Will Upset the Cowboys,2019-01-01,0.1607843137254903,"news/Sports, dmoz/Games/Play Groups, dmoz/Games/Video Games/Browser Based, dmoz/Games/Board Games/Developers and Publishers",United States,Noth America,414,356,"After a disappointing 9-7 season in 2017 that was followed by the dissolution of the Legion of Boom, Pete Carroll and the Seahawks went into 2018 with extremely low expectations. But Russell Wilson and that ground game led them to a playoff berth against Dallas. With Dak Prescott and the Cowboys also coming in red hot, the Seahawks face an uphill battle this weekend. There is a way, however, to beat this revamped Cowboys roster.  Of the six quarterbacks the Cowboys lost to this season, only one (",0,0,1,1,0
eng-4515952,"Perspective | Welcome to the Gymternet, where fantasy gymnastics reigns supreme",2019-01-01,0.2313725490196079,"news/Sports, dmoz/Sports/Gymnastics, dmoz/Sports/Gymnastics/Artistic, dmoz/Sports/Gymnastics/Organizations",Azerbaijan,Asia,10,10,"Maggie Nichols of Oklahoma was No. 1 on my fantasy gymnastics draft board. (Photo courtesy of OU Athletic Communications) By Emily Giambalvo Emily Giambalvo Reporter covering University of Maryland athletics Reporter January 3 at 12:49 PM  I spent New Year's Eve just as I have the last few years -- surrounded by a couple hundred people, some of whom I'll care deeply about in 2019.  They were 200 names on my computer screen, all NCAA gymnasts ranked for my fantasy draft.  By midnight, I had gone t",0,0,1,0,0
eng-4513505,It's official: NHL All-Star Game coming to St. Louis in 2020,2019-01-01,0.08235294117647052,"news/Sports, dmoz/Games/Video Games/Recreation, dmoz/Games/Video Games/Browser Based",United States,Noth America,36,36,"Little more than 12 months from now, the world's greatest hockey players will gather in downtown St. Louis for the NHL all-star weekend at Enterprise Center.  NHL Commissioner Gary Bettman made the official announcement on New Year's Day, during the second intermission of the nationally-televised Winter Classic game between the Boston Bruins and the Chicago Blackhawks.  ""St. Louis was a great host for us for the Winter Classic we recently had there, and in the final analysis _ the total circumsta",0,0,1,0,0
eng-4510573,Danny Ainge: LeBron James May Be Taking 'Donald Trump Approach' with GOAT Remark,2019-01-01,0.2470588235294118,"news/Sports, dmoz/Sports/Basketball/History, dmoz/Sports/Basketball/Science, dmoz/Sports/Basketball/Fan Pages",-,-,99,99,"LeBron James recently said that he felt winning a title with the Cleveland Cavaliers and beating the 73-win Golden State Warriors to do so made him the greatest player in NBA history.  And Boston Celtics president of basketball operations, Danny Ainge, was surprised by the comments.  ""His career's not over,"" Ainge said during an interview on 98.5 The Sports Hub's Toucher & Rich show (h/t Darren Hartwell of NBC Sports)."" ""I'd just like to -- why he's saying that, I don't know. Maybe he thinks that",0,0,1,1,0
eng-4509729,Antonio Brown Calls Ryan Clark An 'Uncle Tom' For Criticizing Him,2019-01-01,0.0117647058823529,"news/Sports, dmoz/Science/Anomalies and Alternative Science/Earth Lights",United States,Noth America,258,258,"The Pittsburgh Steelers have a very long offseason ahead of them and it has less to do with Le'Veon Bell and much more to do with Antonio Brown.  The two sides have been at odds ever since a scathing report revealed that the star WR was actually suspended for Week 17 for conduct detrimental to the team and it has only gotten worse in the days after.  Former Pittsburgh Steelers star Ryan Clark chimed in on the situation, stating it's time for the franchise to move forward.  ""When it comes to just ",0,0,1,0,0
eng-4509682,"Dear NFL, please force the Raiders to be on 'Hard Knocks' next season",2019-01-01,0.0117647058823529,"news/Sports, dmoz/Business/Education and Training/Team Building, dmoz/Sports/Paintball/Teams, dmoz/Computers/Robotics/Competitions",-,-,10,10,"The 2018 NFL regular season has come to a close, which means it's time to focus on the most important question of the offseason. No, we're not talking about where Le'Veon Bell will sign, we're talking about which team will be on HBO's ""Hard Knocks.""  ProFootball Talk's Michael David Smith has already done the work and figured out the five teams that can't refuse to be on the program next year. Those five teams are the San Francisco 49ers, New York Giants, Detroit Lions, Washington Redskins and Oa",0,0,1,0,0
eng-4508943,Pier 64 restaurant owned by Craig Bellamy closes down,2019-01-01,-0.1529411764705882,"news/Sports, dmoz/Sports/Basketball/Coaching, dmoz/Health/Alternative/Coaching, dmoz/Sports/Korfball/Clubs",United Kingdom,Europe,55,55,"Get What's On updates directly to your inboxSubscribeSee our privacy noticeMore newslettersThank you for subscribingWe have more newslettersShow meSee our privacy noticeCould not subscribe, try again laterInvalid Email  The high-end restaurant Pier 64 in Penarth has closed as the company prepares to go into liquidation.  The restaurant in Penarth Marina describes itself as a wine bar and steakhouse and is owned by former Wales footballer Craig Bellamy.  Its website says the venue is currently clo",0,0,1,0,0
eng-4517693,REPORT: Two UCLA Boosters Want Rick Pitino and He's Interested in the Job,2019-01-01,0.1215686274509804,"news/Sports, dmoz/Sports/Basketball/Coaching, dmoz/Health/Alternative/Coaching, dmoz/Business/Management/Consulting",United States,Noth America,13,13,"When Rick Pitino was fired in 2017 following some severe allegations of bribing recruits to come to the University of Lousiville (among other sordid details), many believed that the legendary coach would never again roam a college basketball sideline, Well, those days may be quickly coming to an end.  Recent reports have surfaced stating that two top athletic boosters at UCLA are actively trying to lure Pitino, who recently began coaching in Greece, to Westwood to succeed recently fired head coac",0,0,0,1,0
eng-4517347,"Jamaican teen confessed to killing 12-yo in gang hunt, court told",2019-01-01,-0.09019607843137256,"news/Sports, dmoz/Games/Video Games/Browser Based, dmoz/Games/Board Games/Developers and Publishers, dmoz/Business/Arts and Entertainment/Gaming",United States,Noth America,18,18,"A Jamaican undocumented immigrant has confessed to the fatal shooting of a 12-year-old boy in Connecticut, according to court documents.  Eighteen-year-old Tajay Chambers, who is reportedly a citizen of Jamaica, was presented in Superior Court on murder and other charges last Thursday and 16-year-old Alexander Bolanos was arraigned the day prior on charges including conspiracy to commit murder. Both are charged in the December 18 drive-by shooting of 12-year-old Clinton Howell.  Both were ordered",0,0,0,1,0
eng-4514114,"2019 NFL Mock Draft: Jaguars trade up for QB, Raiders take two receivers in Round 1",2019-01-01,0.1294117647058823,"news/Sports, dmoz/Sports/Football/American",United States,Noth America,14,14,"There should be plenty of interest in trading up for Dwayne Haskins by the time April rolls around  The 2018 regular season has been put to bed, so now it's officially 2019 NFL Draft season. For the 20 teams that missed the playoffs, the focus turns toward upgrading rosters through free agency, the draft ... and trades.  That's right, the T-word. Since there's a 0.0 percent chance the top 20 picks as they stand now will be with the exact same teams by the time Day 1 of the draft is a wrap, why wo",0,0,0,1,0
eng-4505063,Herbert sparks Oregon past MSU in Redbox Bowl,2019-01-01,0.09019607843137245,"news/Sports, dmoz/Sports/Bowling, dmoz/Sports/Bowling/Ten-Pin, dmoz/Sports/Bowling/Candlepin Bowling",United States,Noth America,31,51,"Justin Herbert did just enough to keep his streak intact for consecutive games with a touchdown pass. Make it an impressive 28 and counting for Oregon's quarterback, the longest active streak in the nation among FBS schools.  That it turned out to be the Ducks lone score in their 7-6 win over Michigan State in the Redbox Bowl only emphasized why coach Mario Cristobal was smiling after Herbert's decision earlier this month to bypass the NFL draft.  Herbert shook off a sluggish day and threw a 28-y",0,0,0,1,0
eng-4511319,Amir Khan To Reportedly Fight Terence Crawford At Madison Square Garden,2019-01-01,-0.04313725490196074,"news/Sports, dmoz/Sports/Team Spirit/Fight Songs, dmoz/Sports/Boxing, dmoz/Sports/Boxing/Fan Pages",-,-,28,28,"Amir Khan's next bout has almost been finalised after reports suggest that he will fight Terence Crawford.  Unnamed sources have told Boxing Scene that the 32-year-old Bolton-born boxer wants to challenge for the 31-year-old American's WBO Welterweight Championship at Madison Square Garden in New York City on 20th April.  According to the publication, Khan has 'informed' promoter Eddie Hearn that his next opponent should be Crawford, not Kell Brook.  It is expected that an official announcement f",0,0,0,1,0
eng-4510757,Grading the deal: Phillies pay up for David Robertson,2019-01-01,0.2156862745098038,"news/Sports, dmoz/Sports/Baseball/Major League",United States,Noth America,177,177,"He's not named Bryce Harper or Manny Machado, but David Robertson is a strong addition to the contender that Philadelphia is trying to build.  For the second consecutive year, the deep freeze of winter is icing what was once a hot stove. And for the second consecutive year, the only players signing lucrative contracts are relief pitchers. The Phillies' latest transaction was not signing Bryce Harper or Manny Machado, to whom they have both been linked, but reliever David Robertson on a two-year, ",0,0,0,1,0
eng-4505606,Is Man United's resurgence for real or just temporary?,2019-01-01,0.3019607843137255,news/Sports,United Kingdom,Europe,561,595,"Is Manchester United's uptick in form due to caretaker manager Ole Gunnar Solskjaer's magic wand or simply a product of the fixture list?  Manchester United has its fans believing again. Two weeks after Jose Mourinho was fired, the club is now enjoying its best run of the season, with three consecutive, convincing wins under the guidance of caretaker manager Ole Gunnar Solskjaer.  United has outscored its three opponents-all bottom-half-of-the-table sides, it must be said-by a combined 12-3 score",0,0,0,0,1
eng-4505908,Deadline passes without Russian turnover of data to WADA,2019-01-01,-0.1294117647058823,"news/Sports, dmoz/Sports/Organizations",Russia,Europe,106,109,"In this Sept 20, 2018, photo, Yuri Ganus, head of the Russian Anti-Doping Agency, leaves an office building in Moscow. (ALEXANDER ZEMLIANICHENKO / AP)  The deadline for Russia to turn over samples and other data from its Moscow anti-doping lab has passed, leaving the World Anti-Doping Agency (WADA) to decide whether to reinstate the ban it had lifted in September.  WADA's decision to declare the Russian Anti-Doping Agency compliant came with the requirement that it turn over data and samples by D",0,0,0,0,1
eng-4506085,Report: Barcelona has deal to sign PSG's Rabiot,2019-01-01,0.1529411764705881,"news/Sports, dmoz/Home/Moving and Relocating, dmoz/Home/Moving and Relocating/Moving, dmoz/Business/Business Services/Signage",Spain,Europe,31,31,"Barcelona are closing in on the signing of Paris Saint-Germain midfielder Adrien Rabiot.  Barcelona are closing in on the signing of Paris Saint-Germain midfielder Adrien Rabiot, with the last few details being ironed out before the transfer becomes official.  Rabiot was expected to join Barcelona after recently being exiled from the PSG team for confirming that he would not sign a new contract with the French champions.  According to Paris United, Barcelona and Rabiot have reached an agreement o",0,0,0,0,1
eng-4507049,Kawhi Leonard says 'it's going to be fun' playing against the Spurs in San Antonio,2019-01-01,0.1607843137254903,"news/Sports, dmoz/Games/Hand-Eye Coordination/Booby-Trap, dmoz/Games/Dice/Farkle, dmoz/Games/Tile Games/Spectrangle",Canada,Noth America,116,121,"Thursday night, Toronto Raptors superstar small forward Kawhi Leonard will make his much-anticipated return to a place he called home for seven years.  Kawhi Leonard and the Raptors will be in San Antonio taking on the Spurs, and the two-time Defensive Player of the Year says ""it's going to be fun"" playing against his old team, according to Jabari Young of The Atheltic:  Kawhi Leonard was a two-time All-Star with the Spurs, won two Defensive Player of the Year awards, and won the 2014 Finals MVP ",0,0,0,0,1
eng-4507422,Wolves sign David Wang on four-and-a-half-year deal,2019-01-01,0.2470588235294118,"news/Sports, dmoz/Sports/Soccer/Statistics, dmoz/Business/Financial Services/Loans, dmoz/Business/Financial Services/College Financing",Spain,Europe,13,13,"Wolves sign David Wang on four-and-a-half-year deal  Last Updated: 01/01/19 6:59pm  Wolves have signed 18-year-old David Wang on a four-and-a-half-year deal from Spanish fourth-tier team Jumilla B (Estudiantes).  Wang, who speaks Spanish, Chinese and English, took a tour of Molineux before jetting out to Portugal where he will spend the rest of the season on loan at Sporting CP.  The right-footed winger becomes Wolves' first signing of the January transfer window.  He grew up in Cuenca, Spain bac",0,0,0,0,1
eng-4507749,Jan Kocian wants Yemen to dream of big victories at 2019 Asian Cup,2019-01-01,0.2549019607843137,"news/Sports, dmoz/Sports/Soccer/Competitions, dmoz/Sports/Soccer/Statistics, dmoz/Sports/Soccer/CONMEBOL",United Arab Emirates,Asia,73,77,"The Slovak manager aware his side face tough test to get out of Group D with Iran their first opponent  Yemen manager Jan Kocian says the Asian Cup debutants are dreaming of upsetting the more established teams at this month's tournament in the UAE.  The Middle Eastern side, the lowest-ranked team in the competition at 135th in the world, begin their Group D campaign next Monday against Iran, the continent's top team at 29th, in Abu Dhabi.  Following that, Yemen take on Iraq in Sharjah on January",0,0,0,0,1
eng-4503702,Ariana Grande 'refuses Damehood out of respect for Manchester Bombing victims',2018-12-30,0.09019607843137245,news/Arts and Entertainment,United States,Noth America,88,106,"Ariana Grande has turned down the honour of Damehood in the New Year Honours list in respect for grieving families of the Manchester Arena bomb victims, it has been claimed.  The singer was reportedly put up for the prestigious gong for her response to the devastating attack that left 22 dead at her gig in May 2017.  In the weeks that followed Ariana, 25, returned to the UK to meet victims' families and youngsters recovering in hospital. She also organised charity concert One Love Manchester whic",1,0,0,1,0
eng-4507455,This New Netflix Cleaning Show Will Make You Want To Throw Your Whole House Away,2019-01-01,0.2627450980392156,news/Arts and Entertainment,-,-,24,27,"We're just here for the internet reactions to this new Netflix show, TBH  Perhaps you've heard of the bestselling book, The Life-Changing Magic of Tidying Up? If so, and you've read it and applied the wisdom of the author, Marie Kondo, to your home and your life -- congratulations.  If you'd rather skip the book and head straight for the new Netflix series that helps people clean their cluttered-ass houses, you're not alone. Keep reading.  Full disclosure: if you're looking to take part in the sc",1,0,0,0,0
eng-4507479,Gallery demands back Nazi-stolen painting,2019-01-01,-0.2235294117647059,"news/Arts and Entertainment, dmoz/Society/History/By Time Period, dmoz/Arts/Visual Arts/Painting",Italy,Europe,33,33,"An art gallery in Florence has demanded the return of a painting stolen by Nazi troops in 1943 and now in the hands of a German family.  Uffizi Gallery head Eike Schmidt said the German government had a ""moral duty"" to help bring the artwork Vase of Flowers back to the museum.  Dutch master Jan van Huysum painted the still life and it was first displayed in Florence in 1824.  But German troops stole the work in 1943 as they retreated north.  Intermediaries for the unidentified family have demande",1,0,0,0,0
