uri,title,event_date,sentiment,categories,loc_country,loc_continent,article_count,total_article_count,delo,dnevnik,vecer
slv-57395,EU pred trgovinskimi pogovori z ZDA izpostavlja povečan uvoz ameriške soje,2019-01-07,,news/Politics,Belgium,Europe,10,10,1,1,0
slv-57403,UNHCR na Tajskem preučuje prošnjo Savdijke za azil,2019-01-07,,news/Politics,Thailand,Asia,12,12,1,1,0
slv-57407,"Svet24.si - Hrvaška od Sodišča EU zahteva, da slovensko tožbo zavrne kot nedopustno",2019-01-08,,news/Politics,Belgium,Europe,12,12,1,1,0
slv-57424,Večina strank za varuha človekovih pravic vidi Svetino ali Svetliča (dopolnjeno),2019-01-08,,news/Politics,-,-,29,29,1,1,0
slv-57437,Nekdanji direktor Ferjanc začel sodno bitko proti Splošni bolnišnici Celje - Celje.info,2019-01-09,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-57460,Študenti arhitekture: Profesorji nas izkoriščajo #foto,2019-01-11,,news/Politics,Slovenia,Europe,19,19,1,1,0
slv-57506,Živahno križno obtoževanje o Moravčah,2019-01-13,,news/Politics,Slovenia,Europe,6,6,1,1,0
slv-57527,Odprt boj za nadzor nad Svetovno banko,2019-01-13,,news/Politics,-,-,5,5,1,1,0
slv-57580,Hrvati nas stiskajo v kot: nova pravnomočna sodba proti NLB in LB,2019-01-18,,news/Politics,Croatia,Europe,11,11,1,1,0
slv-57602,Na Severnem Irskem eksplodiral avtomobil bomba,2019-01-20,,news/Politics,United Kingdom,Europe,6,6,1,1,0
slv-57613,SDS je Lucijo Šikovec Ušaj predlagal za članico odbora za zdravje in socialno varstvo,2019-01-21,,news/Politics,Slovenia,Europe,15,15,1,1,0
slv-57616,Vrhovno sodišče tudi v drugi pravnomočni sodbi glede posojil v frankih v korist banke,2019-01-19,,news/Politics,Slovenia,Europe,6,6,1,1,0
slv-57631,Minister Leben: Elektrarn na Muri ne bo,2019-01-22,,news/Politics,-,-,11,11,1,1,0
slv-57684,Hišni sindikat ministrstva za kulturo Šarca zaprosil za menjavo ministra,2019-01-25,,news/Politics,-,-,8,8,1,1,0
slv-57689,Aretirali novega Trumpovega sodelavca,2019-01-25,,news/Politics,United States,Noth America,9,9,1,1,0
slv-57692,Grški parlament odločanje o prespanskem dogovoru preložil na petek,2019-01-24,,news/Politics,-,-,5,5,1,1,0
slv-57755,Pahor in Vučić potrdila prijateljske odnose med Slovenijo in Srbijo (krajše),2019-01-28,,news/Politics,Serbia,Europe,10,10,1,1,0
slv-57769,Računsko sodišče namerava revidirati poslovanje Banke Slovenije,2019-01-29,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-57777,"V tednu protestov v Venezueli 35 mrtvih, 850 aretiranih",2019-01-28,,news/Politics,-,-,12,12,1,1,0
slv-57786,Število žrtev po zrušitvi jezu v Braziliji narašča,2019-01-27,,news/Politics,Brazil,South America,11,11,1,1,0
slv-57813,Državna blagajna leta 2018 z več kot pol milijarde evrov presežka,2019-01-31,,news/Politics,-,-,9,9,1,1,0
slv-57887,"Gruevski je pobegnil, ker so mu grozili s smrtjo",2019-02-03,,news/Politics,Hungary,Europe,6,6,1,1,0
slv-57910,FOTO:Novi bolniki v Kranju in Celju nimajo več kam,2019-02-05,,news/Politics,Slovenia,Europe,13,13,1,1,0
slv-57939,ZZZS: 12 zdravnikov v Kranju ne presega slovenskega povprečja obremenitve,2019-02-05,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-57986,Na tisoče protestnikov v Srbiji spet protestiralo proti Vučiću,2019-02-10,,news/Politics,Serbia,Europe,9,9,1,1,0
slv-58027,Ob začetku sojenja nekdanjim katalonskim voditeljem napovedani novi protesti,2019-02-12,,news/Politics,Spain,Europe,14,14,1,1,0
slv-58028,Šef Amazona Bezos rumeni časnik obtožil izsiljevanja,2019-02-08,,news/Politics,United States,Noth America,10,10,1,1,0
slv-58029,"Paranoični mudžahedin, pred katerim trepeta cela Bosna #video",2019-02-10,,news/Politics,Bosnia and Herzegovina,Europe,8,8,1,1,0
slv-58039,Mayeva britanske poslance zaprosila za dodaten čas pri iskanju dogovora z EU,2019-02-12,,news/Politics,Belgium,Europe,7,7,1,1,0
slv-58044,Bruseljski zračni prostor zaradi stavke v sredo zaprt (dopolnjeno),2019-02-12,,news/Politics,Belgium,Europe,10,10,1,1,0
slv-58055,Skupna vaja policije in reševalcev: strelski pohod v gostinskem lokalu,2019-02-13,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-58060,"Antonio Tajani: ""Iskreno obžalujem in se opravičujem""  ",2019-02-13,,news/Politics,-,-,8,8,1,1,0
slv-58080,Šiško in Lesjak zavrnila obtožbe o ščuvanju k nasilni spremembi ustave,2019-02-12,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-58083,Softić obsojen na 26 let zapora,2019-02-14,,news/Politics,Slovenia,Europe,6,6,1,1,0
slv-58090,Ko medicinskih sester ne bo več,2019-02-12,,news/Politics,Slovenia,Europe,6,6,1,1,0
slv-58092,Štirinajstdnevna popolna zapora Drenikove,2019-03-03,,news/Politics,Slovenia,Europe,19,19,1,1,0
slv-58121,Alenka Bratušek brez konkurence,2019-02-16,,news/Politics,Slovenia,Europe,12,12,1,1,0
slv-58144,S ponedeljkom za nekaj več kot dva meseca zaprta Cesta dveh cesarjev v Ljubljani,2019-02-15,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-58164,"Svet24.si - Helikopterski prevozi, hišni nadstrešek in druga darila? Janša in Malovrh zanikata",2019-02-19,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-58230,Trije britanski ministri: Bolje preložiti brexit kot izstopiti brez dogovora,2019-03-29,,news/Politics,-,-,9,9,1,1,0
slv-58250,Šarec za zdaj verjame presoji Cerarja glede Lebna,2019-02-22,,news/Politics,Slovenia,Europe,12,12,1,1,0
slv-58284,Indija napadla islamiste v pakistanskem delu Kašmirja,2019-02-26,,news/Politics,-,-,6,6,1,1,0
slv-58352,Peter Vilfan Šarcu poslal odstopno izjavo,2019-03-01,,news/Politics,-,-,18,18,1,1,0
slv-58413,Zadnje ure zadnje postojanke Islamske države,2019-03-05,,news/Politics,-,-,6,6,1,1,0
slv-58427,"Večmilijonski posel za ograjo na meji razkrit, že padajo ovadbe",2019-03-05,,news/Politics,-,-,14,14,1,1,0
slv-58452,Najvišji predstavnik Cerkve spoznan za krivega prekrivanja zlorab,2019-03-07,,news/Politics,France,Europe,7,7,1,1,0
slv-58455,Nekdanji vodja Trumpove kampanje obsojen na 47 mesecev zapora,2019-03-08,,news/Politics,-,-,11,11,1,1,0
slv-58462,Lastnik ljubljanskega hotela Intercontinental mora v zapor,2019-03-08,,news/Politics,Serbia,Europe,8,8,1,1,0
slv-58550,Manaforta danes čaka izrek druge kazni,2019-03-13,,news/Politics,United States,Noth America,7,7,1,1,0
slv-58568,Četniki so grozili z novimi pokoli v BiH,2019-03-14,,news/Politics,Bosnia and Herzegovina,Europe,8,8,1,1,0
slv-58572,Kadrovanje trese HSE: vsi odhajajo zaradi osebnih razlogov,2019-03-14,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-58578,Po vsem svetu za takojšnje učinkovite podnebne ukrepe,2019-03-14,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-58654,Bo 415 let staro pravilo pokopalo ločitveni sporazum? ,2019-03-18,,news/Politics,United Kingdom,Europe,11,11,1,1,0
slv-58663,"Novičeva obramba z rekonstrukcijo zadovoljna, tožilka jo ocenjuje kot preveč ""turistično""",2019-03-19,,news/Politics,Slovenia,Europe,10,10,1,1,0
slv-58666,Začasno bo zdravstveni resor vodil Šarec sam,2019-03-20,,news/Politics,Slovenia,Europe,19,19,1,1,0
slv-58680,Mayeva ne bo zaprosila za daljšo preložitev brexita,2019-03-20,,news/Politics,United Kingdom,Europe,18,18,1,1,0
slv-58752,Britanci na ulicah zahtevajo drugi referendum o brexitu,2019-03-23,,news/Politics,United Kingdom,Europe,9,9,1,1,0
slv-58785,"Jelinčič: Preac ne more odstopiti od kandidature, ker ni uradni kandidat",2019-03-25,,news/Politics,-,-,17,17,1,1,0
slv-58795,Zaradi domnevnega izsiljevanja podjetja Nike aretirali nekdanjega odvetnika Stormy Daniels,2019-03-26,,news/Politics,United States,Noth America,5,5,1,1,0
slv-58806,Černaču po odločitvi vrhovnega sodišča ne bo treba plačati odškodnine Bratuši,2019-03-26,,news/Politics,Slovenia,Europe,5,5,1,1,0
slv-58814,S sprejeto novelo ZKP prihajajo tudi lovilec IMSI in hišne preiskave v odsotnosti preiskovanca,2019-03-26,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-58848,Se je Hrvatom res pokvarila navigacija?,2019-03-28,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-58851,Kdo in kaj ogroža slovensko nacionalno varnost?,2019-03-28,,news/Politics,-,-,6,6,1,1,0
slv-58882,"'ZDA bi lahko prihodnji teden zaprle mejo z Mehiko, tudi za trgovino'",2019-03-28,,news/Politics,United States,Noth America,7,7,1,1,0
slv-58903,Napadalec iz Christchurcha s pritožbo zaradi razmer v zaporu,2019-03-31,,news/Politics,New Zealand,Oceania,5,5,1,1,0
slv-58945,"Slovenski zapori prezasedeni, med zaprtimi veliko tujcev",2019-04-02,,news/Politics,France,Europe,8,8,1,1,0
slv-58980,Britanski poslanci z glasom razlike podprli vnovično preložitev brexita,2019-04-04,,news/Politics,United Kingdom,Europe,10,10,1,1,0
slv-59003,"Marjan Šarec: Skrbi nas, če je to način delovanja v EU",2019-04-04,,news/Politics,-,-,7,7,1,1,0
slv-59032,Obeta se znižana stopnja DDV za elektronske publikacije ,2019-04-02,,news/Politics,-,-,5,5,1,1,0
slv-59033,"Šarec na kongresu: ""Ne bomo podpirali 'domoljubov', ki hodijo od Budimpešte do Rima in Zagreba""",2019-04-06,,news/Politics,Slovenia,Europe,13,13,1,1,0
slv-59043,Desni politični pol dobil novo stranko Domovinska liga,2019-04-06,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-59044,Nemčija: Protesti proti višanju najemnin in pomanjkanju stanovanj,2019-04-06,,news/Politics,Portugal,Europe,6,6,1,1,0
slv-59049,Netanjahu napoveduje priključitev naselbin na Zahodnem bregu po volitvah ,2019-04-07,,news/Politics,Israel,Asia,7,7,1,1,0
slv-59056,Ruanda žaluje za mrtvimi v genocidu pred 25 leti,2019-04-07,,news/Politics,Rwanda,Africa,8,8,1,1,0
slv-59064,FOTO:V Kočevju danes odprtje Yaskawine tovarne robotov,2019-04-08,,news/Politics,Slovenia,Europe,16,16,1,1,0
slv-59084,ZDA prepovedale vstop še 16 Savdijcem zaradi umora Hašokdžija,2019-04-09,,news/Politics,Turkey,Asia,7,7,1,1,0
slv-59100,EU in Kitajska na vrhu v Bruslju le dosegli dogovor o odnosih,2019-04-09,,news/Politics,Belgium,Europe,11,11,1,1,0
slv-59149,Ameriški kongresnik ob 75. obletnici strmoglavljenja: Slovenski duh je prižgal up in luč pilotom,2019-04-12,,news/Politics,-,-,18,18,1,1,0
slv-59151,Kitajska s 16 državami v Dubrovniku sklepa nove posle,2019-04-12,,news/Politics,Croatia,Europe,15,15,1,1,0
slv-59158,Bivši svetovalec Obame obtožen v okviru Muellerjeve preiskave | Nova24TV,2019-04-12,,news/Politics,-,-,6,6,1,1,0
slv-59184,"V spopadih v Libiji več kot 120 mrtvih, Italijo skrbi begunski val ",2019-04-14,,news/Politics,Italy,Europe,6,6,1,1,0
slv-59216,Sojenje Milku Noviču v znamenju spora med sodnikom in odvetnikom,2019-04-16,,news/Politics,-,-,9,9,1,1,0
slv-59226,Koliko regresa še lahko prenesemo,2019-04-14,,news/Politics,-,-,10,10,1,1,0
slv-59227,Nekdanji perujski predsednik Alan Garcia se je ob aretaciji ustrelil,2019-04-17,,news/Politics,Peru,South America,12,12,1,1,0
slv-59235,"FOTO:V bolnišnici umrla še ena ženska, skupno 29 žrtev",2019-04-18,,news/Politics,Portugal,Europe,18,18,1,1,0
slv-59236,Kim Džong Un se postavlja z novim orožjem,2019-04-18,,news/Politics,-,-,8,8,1,1,0
slv-59242,Bo slovenski znakovni jezik kmalu umeščen v ustavo?,2019-04-18,,news/Politics,-,-,12,12,1,1,0
slv-59245,Florjančič se v primeru Radonjić strinja z ugotovitvami okrožnega sodišča,2019-04-18,,news/Politics,Slovenia,Europe,17,17,1,1,0
slv-59252,Grški parlament poziva Nemčijo k plačilu vojne odškodnine,2019-04-18,,news/Politics,-,-,6,6,1,1,0
slv-59273,Vučić 'vrača udarec' s shodom v podporo oblastem,2019-04-19,,news/Politics,Serbia,Europe,11,11,1,1,0
slv-59281,Na novih protestih rumenih jopičev več kot 100 aretiranih,2019-04-20,,news/Politics,France,Europe,6,6,1,1,0
slv-59284,"Svet24.si - Na Kosovu 110 državljanov, ki so se v Siriji pridružili skrajnežem",2019-04-20,,news/Politics,Kosovo,Europe,8,8,1,1,0
slv-59320,Jutri opazna podražitev goriv,2019-04-22,,news/Politics,-,-,16,16,1,1,0
slv-59357,"Joe Biden v 24 urah po razglasitvi predsedniške kampanje zbral 6,3 milijona dolarjev",2019-04-25,,news/Politics,-,-,11,11,1,1,0
slv-59388,Stranke imajo mesec dni časa za nagovarjanje volivcev,2019-05-26,,news/Politics,-,-,14,14,1,1,0
slv-59390,Državna proslava na predvečer dneva upora proti okupatorju,2019-04-26,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-59394,"Pahor: Spominjamo se domoljubov, ki so se uprli uničenju naroda",2019-04-27,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-59420,Aretirali ali ubili večino islamističnih ekstremistov,2019-04-28,,news/Politics,Sri Lanka,Asia,6,6,1,1,0
slv-59439,Indonezija razmišlja o preselitvi prestolnice iz prenatrpane Džakarte,2019-04-29,,news/Politics,Indonesia,Asia,5,5,1,1,0
slv-59451,Koprsko sodišče zavrnilo hrvaške ribiče: vsak mora plačati 924 evrov,2019-04-30,,news/Politics,Croatia,Europe,10,10,1,1,0
slv-59456,Pariz je znova videti kot vojno območje,2019-05-01,,news/Politics,France,Europe,7,7,1,1,0
slv-59464,Življenje obstalo za dve minuti v spomin na šest milijonov žrtev holokavsta,2019-05-02,,news/Politics,Israel,Asia,8,8,1,1,0
slv-59472,Izpustili še drugo osumljenko umora polbrata Kim Džong Una,2019-05-03,,news/Politics,Malaysia,Asia,6,6,1,1,0
slv-59483,"Trump meni, da severnokorejski voditelj ne bi prelomil obljub",2019-05-04,,news/Politics,North Korea,Asia,8,8,1,1,0
slv-59492,Po samomorilskih napadih iz države izgnali 200 muslimanskih pridigarjev,2019-05-05,,news/Politics,-,-,7,7,1,1,0
slv-59502,Papež v Bolgariji pozval k sprejemanju prebežnikov,2019-05-05,,news/Politics,Bulgaria,Europe,11,11,1,1,0
slv-59575,Skupni poziv za Evropo pred evropskimi volitvami maja 2019,2019-05-09,,news/Politics,-,-,6,6,1,1,0
slv-59576,Koncesijska pogodba za drugi tir podpisana: 'tudi formalno vstopamo v gradnjo proge',2019-05-09,,news/Politics,Slovenia,Europe,10,10,1,1,0
slv-59619,Slovenska vojska za varovanje južne meje dodatno angažirala 35 pripadnikov,2019-05-12,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-59635,Od srede bodo klici v druge drÅ¾ave Evropske unije cenejÅ¡i,2019-05-13,,news/Politics,Belgium,Europe,9,9,1,1,0
slv-59640,Medved na primeru dveh volilnih enot koaliciji predstavil možno spremembo okrajev (dopolnjeno),2019-05-13,,news/Politics,Slovenia,Europe,26,26,1,1,0
slv-59644,Tožilstvo za Michela Stephana predlaga devet let in pol zapora,2019-05-14,,news/Politics,Slovenia,Europe,21,21,1,1,0
slv-59651,Najnižje plačani javni uslužbenci bodo dobili višji regres,2019-05-14,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-59661,FOTO:Princ Edward v Beli krajini o preteklih in prihodnjih vezeh,2019-05-14,,news/Politics,Austria,Europe,11,11,1,1,0
slv-59719,Tik pred maturantsko četvorko spet zapleti: kdo jo bo organiziral v prihodnje?,2019-05-16,,news/Politics,Slovenia,Europe,5,5,1,1,0
slv-59745,Avstrijski podkancler Strache odstopil,2019-05-18,,news/Politics,Spain,Europe,19,19,1,1,0
slv-59787,Zaradi migracij ostre besede med SDS in Šarcem,2019-05-20,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-59796,"Horvath meni, da nezdružljivost ne velja za poslance",2019-05-20,,news/Politics,Pakistan,Asia,24,24,1,1,0
slv-59848,Assangeovo pismo iz zapora: obkrožen sem z morilci,2019-05-24,,news/Politics,United Kingdom,Europe,9,9,1,1,0
slv-59861,Vlada razrešila Velova in na njegovo mesto začasno imenovala Vesno Marinko,2019-05-24,,news/Politics,-,-,9,9,1,1,0
slv-59945,Knovs zaslišal Drenikovo in Sekolca,2019-05-29,,news/Politics,-,-,27,27,1,1,0
slv-59968,Vlada ustavila načrtovanje elektrarn na Muri,2019-05-28,,news/Politics,-,-,12,12,1,1,0
slv-59972,Erjavec: Tonin je notoričen lažnivec. Tonin: Resnica bo v končnem poročilu. ,2019-05-30,,news/Politics,-,-,14,14,1,1,0
slv-60055,Hrvaški prevozniki napovedujejo proteste na mejah s Slovenijo,2019-06-01,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-60056,"""Ne bom životaril v palači Chigi ...""",2019-06-03,,news/Politics,-,-,8,8,1,1,0
slv-60058,Zaradi predsedniškega vrha bo zaprtih več cest,2019-06-04,,news/Politics,Slovenia,Europe,17,17,1,1,0
slv-60080,"Tržaški občinski svetnik Italiji ""priključil"" dele Slovenije in Hrvaške",2019-06-02,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-60086,Uredba o tretji razvojni osi ni v neskladju z ustavo,2019-06-05,,news/Politics,Slovenia,Europe,20,20,1,1,0
slv-60100,Oster odziv na predlog italijanskega poslanca o spremembi zaščitnega zakona,2019-06-06,,news/Politics,Italy,Europe,15,15,1,1,0
slv-60124,Šarec: Fašizem se spet rojeva v slovenski soseščini,2019-06-07,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-60134,"""Ameriška tehnologija je najboljša tehnologija""",2019-06-05,,news/Politics,Slovenia,Europe,6,6,1,1,0
slv-60152,Danes je svetovni dan oceanov,2019-06-09,,news/Politics,Slovenia,Europe,10,10,1,1,0
slv-60153,So kandidaturo Pavlihe v Bruslju pokopale pretekle izjave glede Hrvaške?,2019-06-09,,news/Politics,Belgium,Europe,13,13,1,1,0
slv-60165,Pahor za novega ustavnega sodnika predlaga Roka Čeferina,2019-06-10,,news/Politics,-,-,10,10,1,1,0
slv-60173,FOTO:Več sto tisoč ljudi na ulicah proti zakonu o izročitvi osumljencev Kitajski,2019-06-09,,news/Politics,China,Asia,6,6,1,1,0
slv-60201,Kje je včeraj klestila toča #video,2019-06-12,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-60261,Stranke dosegle soglasje gled ukinitve volilnih okrajev,2019-06-14,,news/Politics,Slovenia,Europe,12,12,1,1,0
slv-60267,V Ljubljani naj bi se vrtci podražili za 14 odstotkov,2019-06-14,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-60278,Savdska Arabija poziva k 'hitremu in odločnemu' odzivu proti Iranu,2019-06-16,,news/Politics,Iran,Asia,8,8,1,1,0
slv-60323,Nemčija zavrača očitke glede zaviranja Severne Makedonije in Albanije,2019-06-18,,news/Politics,-,-,12,12,1,1,0
slv-60326,Rok Čeferin je nov ustavni sodnik,2019-06-18,,news/Politics,-,-,5,5,1,1,0
slv-60358,Levica bo julija razpravljala o smiselnosti sodelovanja s Šarcem,2019-06-20,,news/Politics,-,-,10,10,1,1,0
slv-60359,Vlada zavrača vse očitke Evropske komisije zaradi preiskav v centralni banki,2019-06-20,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-60362,"Ermenčeva se je opravičila za odsotnost, pričakujejo jo v prihodnjih dneh",2019-06-18,,news/Politics,-,-,7,7,1,1,0
slv-60377,Rusija gruzijskim letalom prepovedala leteti v ruskem zračnem prostoru,2019-06-21,,news/Politics,Georgia (country),Asia,22,22,1,1,0
slv-60390,Prijeli dva osumljenca več ropov in spolnega nasilja,2019-06-21,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-60400,Odeti v mavrične barve združeni proti kulturi sovraštva,2019-06-22,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-60406,Gasilci zaradi neurja včeraj posredovali na 333 intervencijah,2019-06-23,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-60437,Nocoj osrednja slovesnost od dnevu državnosti,2019-06-21,,news/Politics,Slovenia,Europe,14,14,1,1,0
slv-60473,Z dvigom rok poslanci enotno za ustavno novost  ,2019-06-26,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-60488,Šarec: Papež je izjemno naklonjen Sloveniji,2019-06-27,,news/Politics,Italy,Europe,11,11,1,1,0
slv-60508,Sodba Janši v povezavi z razžalitvijo novinark razveljavljena,2019-06-28,,news/Politics,Slovenia,Europe,10,10,1,1,0
slv-60535,Šarec v zvezi s Thompsonovim koncertom na strani Klampferjeve,2019-06-29,,news/Politics,Slovenia,Europe,5,5,1,1,0
slv-60539,Na srečanju s Kimom Trump na kratko vstopil v Severno Korejo,2019-06-30,,news/Politics,Vietnam,Asia,13,13,1,1,0
slv-60566,Začela se je prenova Parmove ulice v Ljubljani,2019-06-27,,news/Politics,Slovenia,Europe,10,10,1,1,0
slv-60591,"Pogovor, dogovor, kompromis - komu šest najvišjih položajev?",2019-07-02,,news/Politics,France,Europe,19,19,1,1,0
slv-60676,Šarec: Na svoji zemlji smo mi gospodar,2019-07-06,,news/Politics,-,-,8,8,1,1,0
slv-60684,Rešitev za vodooskrbo slovenske Istre je zgolj ena: nov vodni vir,2019-07-05,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-60701,"Hrvaška vztraja, da sodišče EU ni pristojno za arbitražno sodbo ",2019-07-07,,news/Politics,Croatia,Europe,10,10,1,1,0
slv-60738,Nezakonito ravnanje v primeru Epstein odneslo ministra Acosto,2019-07-09,,news/Politics,United States,Noth America,8,8,1,1,0
slv-60739,Kako bi klub podjetnikov v Sloveniji zadržal mlade,2019-07-09,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-60773,Pet kandidatov za direktorja UKC-ja,2019-07-08,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-60775,Francija kot prva država EU-ja obdavčuje Google in Facebook,2019-07-11,,news/Politics,United States,Noth America,9,9,1,1,0
slv-60798,Okoljski inšpektor Termitu prepovedal obratovati,2019-07-12,,news/Politics,Slovenia,Europe,12,12,1,1,0
slv-60817,Višji sodniki še tretjič o Betnavi,2019-07-12,,news/Politics,Slovenia,Europe,5,5,1,1,0
slv-60823,Slovesnost ob 99. obletnici požiga narodnega doma v Trstu,2019-07-13,,news/Politics,Italy,Europe,7,7,1,1,0
slv-60827,Šarec se na pogoje Levice ne bo odzival,2019-07-13,,news/Politics,Slovenia,Europe,13,13,1,1,0
slv-60828,Orkan Barry verjetno ne bo povzročil katastrofe,2019-07-13,,news/Politics,United States,Noth America,15,15,1,1,0
slv-60830,Posadka zaseženega iranskega tankerja izpuščena brez obtožb,2019-07-13,,news/Politics,Iran,Asia,9,9,1,1,0
slv-60859,Državni svetniki bodo odločali o dveh vetih na zakonski noveli,2019-07-15,,news/Politics,-,-,29,29,1,1,0
slv-60863,"Potrjena kazen desetih let, ker je hotel zažgati ženo",2019-07-15,,news/Politics,Slovenia,Europe,6,6,1,1,0
slv-60902,Minister Šabeder napovedal soglasje k imenovanju Poklukarja,2019-07-17,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-61018,Opozorilni streli Južne Koreje proti ruskemu vojaškemu letalu,2019-07-23,,news/Politics,Russia,Europe,19,19,1,1,0
slv-61023,"Haradinaj ne pozna vloge, zaradi katere so ga zaslišali v Haagu",2019-07-24,,news/Politics,Kosovo,Europe,15,15,1,1,0
slv-61026,FOTO:Bo novi kapitan odpeljal ladjo iz EU?,2019-07-21,,news/Politics,United Kingdom,Europe,9,9,1,1,0
slv-61063,Avstrija: Obsežno uničevanje podatkov povezano z afero Ibiza?,2019-07-25,,news/Politics,Spain,Europe,5,5,1,1,0
slv-61073,Termit vztraja: Sprejemamo le nenevarne odpadke,2019-07-25,,news/Politics,-,-,13,13,1,1,0
slv-61130,Teheran podpisnicam jedrskega sporazuma: Ne ovirajte izvoza nafte ,2019-07-28,,news/Politics,Iran,Asia,7,7,1,1,0
slv-61136,Zaostrovanje protestov v Hongkongu - policija nad protestnike s solzivcem,2019-07-27,,news/Politics,-,-,5,5,1,1,0
slv-61137,Alenka Ermenc uvedla disciplinski postopek zoper predsednika sindikata,2019-07-29,,news/Politics,-,-,16,16,1,1,0
slv-61141,Pobeg z ukradeno robo jim ni uspel,2019-07-29,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-61151,Prva dama Evropske komisije prihaja v Zagreb,2019-07-30,,news/Politics,Croatia,Europe,20,20,1,1,0
slv-61159,Od jutri bodo na kopališčih ponovno delovale prhe,2019-07-30,,news/Politics,Slovenia,Europe,10,10,1,1,0
slv-61162,"Romun priznal umor dveh najstnic, ogorčeni državljani na ulicah",2019-07-28,,news/Politics,Romania,Europe,6,6,1,1,0
slv-61284,"Prekršil ""pravilo"" in zaradi rasističnih izjav posredno kritiziral Trumpa",2019-08-06,,news/Politics,United States,Noth America,6,6,1,1,0
slv-61309,ZDA so uvedle popolno prepoved poslovanja z Venezuelo,2019-08-06,,news/Politics,United States,Noth America,8,8,1,1,0
slv-61346,"Trump ne vidi ""političnega apetita"" po spremembi orožarske zakonodaje",2019-08-07,,news/Politics,United States,Noth America,8,8,1,1,0
slv-61381,"""Vrnite nam Hongkong!"" Novi spopadi med protestniki in policijo.",2019-08-11,,news/Politics,Australia,Oceania,7,7,1,1,0
slv-61463,Policisti imajo polne roke dela z migranti: policista že na poti v službo ujela tujce,2019-08-14,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-61472,"Abramov: Gre za tragikomičen postopek, aktiviran je bil mafijskozavarovalniški lobi",2019-08-17,,news/Politics,Slovenia,Europe,5,5,1,1,0
slv-61541,"Nadzor nad inšpektorji, ki so nadzirali Termit, ni pokazal nepravilnosti",2019-08-20,,news/Politics,-,-,11,11,1,1,0
slv-61561,Prebežniki z ladje Open Arms skušali odplavati do Lampeduse,2019-08-20,,news/Politics,Italy,Europe,11,11,1,1,0
slv-61721,Slovenski kip svobode v Selu pri Kamniku,2019-08-30,,news/Politics,Slovenia,Europe,6,6,1,1,0
slv-61731,Po aretacijah in kljub prepovedi spet množični protesti,2019-08-31,,news/Politics,China,Asia,11,11,1,1,0
slv-61821,Predsednica nadzornega sveta družbe SODO: Bratuškova ni posegla v razpis,2019-09-05,,news/Politics,-,-,18,18,1,1,0
slv-61841,"ZDA priznale, da so hotele z milijoni podkupiti kapitana iranskega tankerja",2019-09-05,,news/Politics,United States,Noth America,9,9,1,1,0
slv-61861,Tim Gajser po padcu 12. v kvalifikacijah ,2019-09-05,,news/Politics,Turkey,Asia,6,6,1,1,0
slv-61968,Slovenija mešano policijsko patruljo na meji predlagala tudi Avstriji,2019-09-13,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-61988,Najvišji predstavniki Nata na konferenci v Ljubljani,2019-09-12,,news/Politics,Slovenia,Europe,12,12,1,1,0
slv-62025,Vojaški odbor Nata v Ljubljani za nespremenjeno izvajanje misije v Afganistanu,2019-09-14,,news/Politics,Slovenia,Europe,5,5,1,1,0
slv-62034,Zaradi objav na Twitterju policija prijela novinarja portala Index.hr,2019-09-17,,news/Politics,Croatia,Europe,11,11,1,1,0
